Cust_ID,SSN,Age,Annual_Income,Monthly_Income,Amount_Invested_Monthly,Card_Transactions_Per_Month,Average_Transaction_Amount,Rent_Expenditure,Utilities_Expenditure,Education_Expenditure,Healthcare_Expenditure,Luxury_Expenditure,Travel_Expenditure,Savings_to_Income_Ratio,Missed_Payment_Utilities,Missed_Payment_Insurance,Employment_Stability,Debt_to_Income_Ratio,Savings_Account_Balance,Dependents,Aspirational_Spending_Ratio,Emergency_Fund_Ratio,Overdraft_Fees,Pre_Cursor_Credit_Score
CUST_1213,486-26-4253,53,76071.24,6339.27,100,39,30.626609966334687,952.03,93.44188607106653,2704.24,8960.71,23661.78,465.57375046788314,0.605,0,5,1,0.563,9898.524904544305,5,0.317,2.14,153.9025852487343,666.3987073756327
CUST_1214,983-33-9931,36,45555.06,3796.2549999999997,1000,264,48.85496864507627,835.62,224.12184539714278,7799.98,5309.38,11113.69,1094.2085857569928,0.835,6,5,2,1.265,18236.49587143356,4,0.268,2.11,83.57912405594986,679.3604379720251
CUST_1215,477-69-4923,24,35483.31,2956.9424999999997,0,99,48.93801400789255,1408.76,286.1244614072362,11112.4,3907.76,5235.07,664.3602868644447,0.053,8,1,6,0.857,2863.9278492213307,0,0.166,0.1,153.32343405426312,683.3882829728684
CUST_1216,218-37-3745,24,65008.49,5417.3741666666665,500,148,56.89482575534088,944.74,209.86693950656138,6334.36,1343.66,6537.59,420.547294604816,0.441,0,4,4,0.518,10712.586055838174,0,0.107,1.886,7.74373124999081,850.0
CUST_1217,894-62-6818,70,43215.67,3601.3058333333333,500,216,62.31038046850917,3241.1752500000002,193.88300079357222,20000.0,7408.52,97107.85421848613,788.461615857423,0.239,7,10,2,1.8301316742662264,0.0,0,0.5,0.33,500.0,698.3275615092049
CUST_1218,274-43-5063,45,28660.64,2388.3866666666668,100,102,72.83594199228835,1396.34,203.67779785443713,12354.17,7501.25,10637.96,560.5896168864354,0.636,9,0,6,0.62,7449.115171928874,2,0.391,0.683,59.38908727085697,708.6654563645715
CUST_1219,835-34-9224,19,32652.66,2721.055,0,143,42.92697433720312,898.25,226.53433953468848,7820.89,4469.91,2999.27,177.51798406997835,0.54,8,10,1,0.804,5149.761195782026,0,0.097,0.981,47.70891431773188,685.0655428411341
CUST_1220,154-67-3566,33,51810.45,4317.537499999999,0,213,36.673524369109515,1316.94,257.1679780600344,17943.05,3532.72,15382.86,593.3673615757444,0.3,7,11,8,0.899,7476.935595996058,3,0.308,0.693,39.41959912378926,604.3502004381054
CUST_1221,855-66-4709,33,28553.72,2379.476666666667,0,119,67.05264453414306,1228.11,196.60661044828913,1807.65,936.46,6048.83,551.4675081636078,0.508,0,6,6,0.65,12998.05630747667,3,0.231,0.804,111.8070602635364,704.4764698682318
CUST_1222,111-25-1719,27,48288.25,4024.0208333333335,100,47,16.820620842147072,431.87,191.65594947876127,31912.9,4963.53,18422.88,530.5166811568768,0.449,3,1,5,0.463,8785.253866177463,0,0.393,1.742,41.20839934761557,817.3858003261923
CUST_1223,654-86-4718,21,32704.33,2725.3608333333336,0,31,65.14727062417764,805.18,131.30360335172472,6237.73,5091.42,3296.9,639.9800836608355,0.56,9,11,3,0.809,1154.8161120302436,1,0.12,1.122,-17.54097332482002,683.2104866624101
CUST_1224,327-60-5552,27,31080.21,2590.0175,100,234,52.860458174937804,936.89,202.34642011248982,2588.27,8054.8,4197.22,825.1613709446094,0.62,3,8,4,0.576,7363.100635109643,1,0.162,0.887,37.138746229269074,741.9706268853654
CUST_1225,259-84-7919,25,40241.03,3353.4191666666666,0,177,58.98078971670752,1351.8,139.9055950241408,14435.18,694.27,8021.8,614.9788088146847,0.165,11,11,1,0.737,9852.841396456048,3,0.215,0.357,78.82209812521207,526.478950937394
CUST_1226,324-96-9835,21,53185.64,4432.136666666666,0,144,57.299347605169025,1426.55,172.63362435214972,5827.98,4822.58,4429.72,121.38905519154386,0.748,0,0,3,0.263,11026.62834156167,1,0.086,1.657,93.54635502266446,850.0
CUST_1227,715-76-9680,43,56389.93,4699.160833333333,100,119,52.728599417987304,1682.62,243.87590739893224,14505.4,7883.42,13003.37,50.29576913613878,0.917,6,3,3,0.235,10793.179815469091,4,0.231,1.668,-16.090500655842,750.1552503279211
CUST_1228,256-37-4276,38,68486.52,5707.21,1000,233,53.543275217247924,918.13,251.04405992741096,65.6,179.33,14246.94,390.3572622783992,0.6,6,5,9,0.386,6038.558905606091,2,0.214,2.892,-9.757598819225965,789.318799409613
CUST_1229,178-96-9707,30,34338.89,2861.5741666666668,100,177,27.788231753578092,607.17,223.16259723175708,17041.97,6629.92,16999.22,369.5138577590683,0.789,9,2,5,0.676,12110.96911033112,3,0.5,1.633,0.7559029749298785,711.7320485125351
CUST_1230,701-18-1630,18,77830.18,6485.848333333332,0,116,36.97483630600351,861.19,260.7226225877255,28056.33,145.11,23110.26,611.3792520108065,0.044,8,5,0,0.73,4112.666135273517,0,0.305,0.252,43.0525776953054,675.2137111523473
CUST_1231,744-65-7683,32,104419.03,8701.585833333333,0,33,85.54611403585184,917.58,117.49926088809546,1832.3,7731.75,3626.58,902.3957861058944,0.241,7,3,2,0.462,14770.743868608663,2,0.043,1.249,60.31396432133256,716.5730178393337
CUST_1232,377-26-6690,40,41601.07,3466.755833333333,100,220,63.45715375371738,879.28,281.402860489827,8867.28,8877.81,9567.03,973.5537617218238,0.779,2,1,13,1.023,2313.96948699776,2,0.253,1.421,153.00511673116745,771.5674416344164
CUST_1233,189-80-1025,28,14656.36,1221.3633333333335,100,180,71.21206005155139,1191.36,157.55815399087976,9135.03,5926.7,6437.82,309.9108157822541,0.151,10,9,6,0.204,16659.529863631262,2,0.46,0.1,27.02323126349745,582.0383843682512
CUST_1234,124-19-8468,24,15168.43,1264.0358333333334,100,78,43.092563646417325,1479.29,215.04001806139613,65.64,886.13,6573.75,0.0,0.065,1,10,4,0.436,16594.586344343687,3,0.433,0.1,90.36471306701112,604.7676434664945
CUST_1235,438-20-9652,34,40063.72,3338.6433333333334,0,231,51.58718935300572,1035.26,166.72531266545784,31717.51,9614.5,19266.75,520.4569376333865,0.635,9,4,14,0.643,0.0,2,0.494,1.058,-20.98806172637907,722.0040308631895
CUST_1236,792-81-6102,38,36117.65,3009.804166666667,1000,162,60.53388202933383,1400.44,215.500057089518,37474.17,10510.37,16148.76,832.0461750173611,0.083,11,9,10,0.415,10622.00276102232,2,0.47,0.1,9.138212458050882,584.5808937709745
CUST_1237,962-37-2994,18,50102.78,4175.231666666667,2000,290,74.11414945766671,1588.02,200.89349008202026,12931.37,4986.06,4416.55,371.48796210096583,0.118,2,11,0,0.299,9318.168860540947,0,0.096,0.223,57.158406608417245,692.1807966957914
CUST_1238,590-74-2072,49,60165.7,5013.808333333333,0,210,46.947259177594916,1195.78,256.8752522996901,1885.73,5433.16,107.4,518.7518841830067,0.146,7,7,5,1.047,15286.75205575928,2,0.01,0.384,-31.231314987950277,709.5956574939751
CUST_1239,786-61-1215,23,24278.4,2023.2,500,228,59.541346874187894,745.02,323.24853388923543,20666.5,3483.07,7480.81,451.77322174736133,0.405,5,1,5,0.222,9252.959532321573,0,0.327,0.603,117.98953382488597,740.6152330875569
CUST_1240,537-69-3606,31,46569.53,3880.7941666666666,0,113,64.21393667977605,1088.37,244.09085197086003,8552.22,1095.92,16356.25,976.967521018519,0.693,10,10,11,1.305,17481.567208827186,3,0.372,1.889,-20.730672053792464,657.5953360268961
CUST_1241,258-55-4313,47,39880.42,3323.3683333333333,0,239,68.69819167266488,1608.17,194.02261447283502,654.15,738.92,2616.4,1192.6097112248237,0.243,2,5,13,0.457,14350.133903873497,3,0.096,0.433,37.573598866219044,738.4232005668904
CUST_1242,893-14-8763,36,90711.02,7559.251666666667,0,63,45.96737919562821,1452.11,276.64281456220823,675.0,651.07,7566.9,701.0242922558162,0.495,1,7,5,1.015,6399.981308343591,2,0.091,2.099,105.87449467229317,744.6927526638534
CUST_1243,919-84-3295,46,22368.35,1864.0291666666665,100,198,75.63447079189729,773.07,115.1476166026106,2193.03,8050.28,10771.22,707.9198719806337,0.073,0,5,18,0.115,12943.2108371924,3,0.5,0.1,40.19835031185019,711.5508248440749
CUST_1244,665-42-2946,51,34823.61,2901.9675,0,231,21.55083861392624,1670.98,170.971678170089,8131.52,5043.56,16433.84,82.55076447149132,0.324,7,4,13,0.506,11383.258568187977,3,0.474,0.416,-42.39027711929517,704.3151385596477
CUST_1245,837-24-3783,20,50670.64,4222.553333333333,1000,84,27.410237143152457,1067.76,188.45648443360557,38923.98,3566.5,3976.92,374.3615244836526,0.116,2,2,0,0.679,12647.157777230505,0,0.086,0.315,91.66901728384518,767.6654913580772
CUST_1246,672-30-8557,44,34958.09,2913.174166666666,0,181,59.61321006830201,770.91,186.13392501508594,8287.74,8023.76,4317.47,765.7766177994256,0.208,2,7,16,0.343,10535.246792643402,3,0.145,0.373,113.65798942712145,678.5310052864393
CUST_1247,393-71-3645,48,72662.31,6055.1925,0,51,59.085801066202066,1187.24,163.0524367680599,8000.76,13396.61,32411.52,622.1361003791257,0.297,4,11,13,0.553,14361.421740603802,3,0.455,0.729,39.00658113920603,630.4267094303971
CUST_1248,545-91-2932,31,29602.51,2466.875833333333,0,166,45.301053376027106,590.02,234.7989889442763,39408.36,8415.62,6438.45,653.8479800020556,0.815,11,9,0,0.351,11282.401949711008,1,0.24,1.317,35.600822194647094,655.2895889026765
CUST_1249,322-12-6085,32,31682.35,2640.195833333333,100,90,41.154322080766846,1460.09,199.89179036231334,7697.46,7075.28,12642.41,0.0,0.952,4,11,9,0.522,12000.37383609248,2,0.399,1.117,100.85313023005897,657.6134348849706
CUST_1250,617-17-1492,18,74386.99,6198.9158333333335,0,217,41.42097880622033,1657.86,193.1699302086566,18632.08,4533.25,14728.1,0.0,0.558,8,1,0,0.561,9704.166889582868,0,0.198,1.552,-33.78913982549988,816.0345699127499
CUST_1251,334-42-8888,43,26181.85,2181.820833333333,0,95,32.01902652317537,799.49,270.4666303565425,1767.58,41.8,9639.93,1086.9345784601794,0.119,4,9,16,1.138,7423.123468184508,1,0.41,0.242,103.86280717651427,649.858596411743
CUST_1252,851-84-5958,18,66691.79,5557.649166666666,0,241,49.101198477937686,1132.66,177.6792599497639,36380.07,86.04,13232.51,455.4321043762643,0.453,6,8,0,0.415,5722.152135277596,2,0.205,1.911,98.24414151509997,661.24792924245
CUST_1253,767-79-3743,45,40948.6,3412.383333333333,0,186,18.87904062300737,1548.65,251.38224568534898,5116.3,6349.67,18410.06,0.0,0.747,6,7,8,0.474,12835.55514614657,2,0.45,1.094,-16.982027504858987,718.7210137524295
CUST_1254,931-68-8160,21,37633.2,3136.1,0,116,72.64026046843509,667.66,186.29697492392134,7896.04,4223.87,6126.17,463.2974763006218,0.105,6,5,1,0.389,10073.602394717022,2,0.175,0.273,9.858275171500603,690.2808624142498
CUST_1255,431-20-9548,49,39843.12,3320.26,0,148,57.63750354363057,711.45,187.37851965861088,4627.87,11972.35,10421.33,69.83365186410259,0.395,4,10,17,0.245,6616.404741957496,3,0.263,0.692,-59.69899323665937,721.1394966183298
CUST_1256,700-27-8186,39,27589.07,2299.0891666666666,0,111,75.87535846802501,1105.19,161.9722150662189,28554.56,5367.2,7197.38,154.6213249592188,0.457,2,8,10,0.569,10602.717858780768,3,0.266,0.613,-25.04844516009772,731.0342225800489
CUST_1257,410-91-1619,45,68141.29,5678.440833333333,100,39,53.220876815273286,1088.44,127.23444612350997,707.07,13017.7,22107.47,276.9032794750064,0.345,10,5,16,1.139,12473.504468992322,1,0.328,0.852,137.38588136294325,644.7970593185283
CUST_1258,982-38-4642,27,52721.34,4393.445,0,203,49.256515300303306,1219.52,166.92935553970955,6738.62,6770.65,8084.82,69.48177690408073,0.542,6,7,4,0.682,10642.70003247408,3,0.155,1.221,62.3668710651187,672.8365644674407
CUST_1259,224-26-9436,22,67819.26,5651.605,100,253,52.508890385525156,1157.97,111.18740702294015,3309.36,695.58,21792.38,0.0,0.116,7,11,4,0.775,1172.2396285782588,0,0.321,0.494,62.35156766653301,630.4042161667335
CUST_1260,947-75-1929,18,73526.96,6127.246666666667,0,194,36.00937623491029,668.08,212.79027459647062,4987.18,2437.91,5184.97,727.8881532661454,0.285,3,11,0,0.709,7014.86945851757,0,0.08,1.611,80.29223452841539,708.3238827357924
CUST_1261,346-17-4212,22,60820.54,5068.378333333333,0,256,25.130983961510438,4561.5405,184.2516592905003,50000.0,14081.35,87075.15480221876,324.58008288518636,0.852,5,4,4,1.9661165628402395,0.0,2,0.5,2.259,500.0,747.4746849130312
CUST_1262,461-17-4423,42,20944.48,1745.3733333333332,500,127,30.309846225486055,672.75,254.2065371286693,1283.48,5297.71,1509.82,785.2019362571249,0.488,11,6,9,0.38,14426.912574224656,3,0.11,0.622,-21.69517148317984,674.6875857415899
CUST_1263,594-74-8594,42,30614.29,2551.1908333333336,100,82,41.473949636414936,1401.16,163.74606770563994,8325.11,4991.79,12862.52,511.14486398166144,0.25,4,1,1,0.93,6344.185033604377,1,0.437,0.322,50.67024204162543,731.9048789791873
CUST_1264,138-90-4667,38,67018.28,5584.856666666667,2000,78,32.333027906841075,1580.43,187.11629006698422,3551.52,3438.48,23226.8,0.0,0.812,9,0,0,0.56,9164.286285299904,3,0.347,2.208,110.97849530995279,694.5707523450235
CUST_1265,699-95-7236,40,51110.08,4259.173333333333,0,251,76.97436406620281,1164.4,260.89018261760594,1748.19,5987.56,8715.98,491.19311614025156,0.425,1,7,17,0.284,8809.832542123711,2,0.18,0.941,-33.31079807374257,802.7253990368713
CUST_1266,185-53-3468,32,63007.59,5250.6325,1000,161,35.89260790109749,1484.21,244.5010304651401,5155.24,7186.29,10315.39,924.3294695320037,0.454,11,4,4,0.209,0.0,2,0.178,1.024,-38.80964089830844,712.7848204491544
CUST_1267,173-45-2636,39,48221.43,4018.4525,500,103,57.87250218371589,956.73,206.81582664474982,4754.56,569.66,23292.04,470.13773184968323,0.39,0,8,18,0.529,19481.72416410416,2,0.493,1.294,54.27221549440507,734.9438922527975
CUST_1268,611-37-5009,26,41406.12,3450.51,1000,280,61.687216632411776,1053.15,148.2621260183705,1564.68,6685.74,4036.76,282.8770292448003,0.325,11,6,7,0.572,10914.126846864874,0,0.104,0.638,28.708345555414294,698.2558272222929
CUST_1269,354-52-9148,32,63033.07,5252.755833333334,2000,238,74.74877105129362,1569.67,229.3392319619366,3788.58,9034.63,22785.16,67.39648678522572,0.622,5,3,0,0.512,13256.901220452291,5,0.363,1.28,35.59117781682049,672.6044110915899
CUST_1270,827-51-5967,65,15451.5,1287.625,0,39,63.63323684515357,1386.08,185.58835439451448,11003.54,15621.85,1419.08,326.63580426284847,0.252,9,4,10,0.606,21875.13596880698,5,0.113,0.113,57.68252457079089,614.7187377146046
CUST_1271,421-64-6722,35,43605.31,3633.775833333333,0,122,46.53075421531296,1270.62,174.0020362636213,38695.69,9860.68,19740.07,151.17751528665679,0.781,5,2,7,0.514,18619.157776137807,1,0.456,1.252,33.495162080883865,775.742418959558
CUST_1272,889-36-5444,18,51329.53,4277.4608333333335,100,157,84.11941956555565,1141.03,266.5639582078696,7187.58,525.62,19041.69,356.84570119497283,0.402,6,4,0,0.808,12343.795299082678,1,0.378,1.185,100.58599821859839,685.7070008907009
CUST_1273,550-22-2196,31,54173.85,4514.4875,0,66,25.119768316530212,736.72,273.31723962096777,17535.82,4293.33,25264.1,0.0,0.889,4,9,2,0.315,12039.339569116271,4,0.466,2.934,7.054000095200674,697.0029999523997
CUST_1274,109-18-8927,24,24110.06,2009.1716666666669,1000,186,31.19846876128055,1234.2,155.6681031528494,1109.25,524.62,10597.67,134.9781494226115,0.725,0,3,4,0.835,17537.43135491244,0,0.445,1.016,17.696634915059068,831.2216825424705
CUST_1275,346-36-7689,37,24937.72,2078.1433333333334,0,65,54.398422297918245,1323.98,285.8037493635886,1594.48,9527.06,6851.62,679.0720459434631,0.414,10,2,19,0.158,5301.6570251002495,5,0.302,0.358,88.21981138115882,621.5500943094205
CUST_1276,598-10-4743,26,42136.97,3511.414166666667,1000,274,51.71755708339708,2083.25,195.51631361779982,22947.01,7620.37,3207.24,543.5424655563174,0.201,5,7,1,0.185,8097.228753182146,0,0.089,0.242,66.298544972579,704.8407275137105
CUST_1277,700-80-4824,33,48744.73,4062.0608333333334,0,246,66.34252279122823,1168.42,239.13704554290294,16153.0,3023.32,5397.49,400.09032954215155,0.53,3,3,1,0.291,597.5312848758318,0,0.119,1.297,83.58958381553626,790.7452080922319
CUST_1278,934-93-3451,28,81101.17,6758.430833333333,0,287,53.211038766245544,1052.13,291.5635225101935,6475.92,4612.63,8183.83,119.35935485873175,0.307,10,9,6,1.082,13723.624322676013,3,0.102,1.201,0.6873000388666062,640.8263499805666
CUST_1279,728-44-8778,37,32440.41,2703.3675,2000,86,57.38069418062973,1312.75,191.85540462960788,8983.43,3388.92,3578.82,992.9300947831946,0.455,6,3,18,1.123,10163.749161382939,2,0.141,0.688,18.61835936907551,769.1008203154622
CUST_1280,724-87-5369,29,40137.24,3344.77,0,133,69.92332708797288,1779.33,213.09675057967786,1984.31,3380.71,9560.97,1152.682714553393,0.409,1,10,9,0.194,16937.0616089773,0,0.267,0.602,88.18636374457681,719.6968181277116
CUST_1281,784-93-1692,39,81830.02,6819.168333333334,0,37,52.81547199163334,1340.83,236.1725764542096,23244.44,5718.69,35505.78,127.9256004630404,0.478,8,7,17,0.51,12975.672817522332,4,0.435,1.587,62.54387989047519,634.8680600547624
CUST_1282,190-91-4008,54,71281.75,5940.145833333333,0,151,63.59187974063644,1128.39,279.01502536222574,3636.33,13139.49,823.82,758.6754698983227,0.623,6,4,15,0.608,7519.208979871927,3,0.022,1.479,46.12294058343053,755.4685297082847
CUST_1283,213-10-9345,22,27720.04,2310.0033333333336,1000,167,34.887181938463115,2079.003,200.99699921224317,50000.0,1040.29,88752.09310081041,144.41222722646066,0.323,4,4,4,1.5243512403343473,0.0,1,0.5,0.636,500.0,727.0592592968221
CUST_1284,976-29-4699,42,63508.93,5292.410833333333,500,176,36.206625965461136,866.99,240.468971689078,6618.57,2029.62,18951.16,660.1065478549876,0.054,11,4,12,0.852,10861.513180211972,3,0.309,0.224,59.46874924780173,610.5456253760992
CUST_1285,954-19-4786,18,66648.06,5554.005,1000,194,67.62069507277572,1512.45,161.2866523730808,3148.85,1118.01,28836.07,0.0,0.176,1,10,0,0.96,11184.458192297136,1,0.433,0.553,-17.605258098853838,705.3626290494269
CUST_1286,140-14-2913,33,53915.08,4492.923333333333,100,21,52.42044950754502,1084.88,125.92269117859361,29511.02,539.7,8019.34,314.9327192505375,0.212,0,5,1,0.889,15233.041518415475,1,0.155,0.758,24.729637349686733,779.8951813251566
CUST_1287,292-26-2772,37,26536.1,2211.3416666666667,0,178,53.3858844953785,2002.79,166.076136170288,3151.48,7325.6,5075.39,557.1186917147508,0.725,4,4,10,0.462,6900.672029722759,2,0.212,0.577,75.93766412562233,738.6211679371887
CUST_1288,832-77-8423,28,38089.91,3174.159166666667,0,115,36.129843493157956,1233.6,165.93764396699842,35860.38,1635.75,7111.87,616.6881213945169,0.841,9,0,4,0.764,10219.35812085391,1,0.203,1.738,105.3276387567197,751.8461806216401
CUST_1289,750-65-1660,18,37440.76,3120.0633333333335,0,263,41.82619571302085,1395.23,248.7561502937356,728.64,2423.29,5498.06,194.10251484808697,0.509,4,0,0,0.647,6021.17950460605,0,0.152,0.86,4.808635021942481,835.0456824890288
CUST_1290,198-85-2132,35,60578.18,5048.181666666666,100,107,55.734094257719605,978.33,196.32642872412885,121.88,7383.28,21164.88,677.2198523883675,0.976,10,5,7,1.164,12900.084230753804,3,0.361,2.753,-58.72616535849249,751.1230826792461
CUST_1291,799-80-8470,50,41411.27,3450.9391666666666,100,128,43.978009570609615,871.04,169.4573095802715,7312.12,6906.87,13579.06,474.40496975843735,0.131,2,1,11,0.341,11199.502756226551,3,0.339,0.28,92.93294090393972,713.7835295480302
CUST_1292,426-35-8812,34,44704.01,3725.334166666667,0,235,32.7610762715739,1505.53,155.63503602648325,38.07,9478.33,18848.89,59.636567097364775,0.492,8,2,14,0.253,11596.351344540508,2,0.423,0.748,111.67249150351877,679.4237542482407
CUST_1293,504-87-3179,41,37960.11,3163.3425,0,161,32.99355270363763,1678.26,179.1152830020568,8197.4,9703.35,17415.67,160.8687134516342,0.904,10,5,14,0.745,10080.938835950608,4,0.463,1.073,174.44356799853523,581.1382160007325
CUST_1294,890-93-2422,46,18830.98,1569.2483333333332,0,212,37.25336962901434,802.49,245.86217767082934,7091.98,3864.31,8478.42,993.1940825349765,0.399,9,1,16,0.584,10868.23551638505,2,0.5,0.457,32.56896003943259,704.8055199802837
CUST_1295,853-17-7696,60,101901.93,8491.8275,0,172,43.221127658806154,906.01,155.49797454957198,7153.22,2407.57,27521.72,555.0626705182227,0.928,0,5,9,0.149,562.2179203138677,5,0.276,6.244,60.676481075752804,831.3417594621236
CUST_1296,467-28-1614,24,58055.83,4837.985833333333,0,131,44.46969273614749,936.44,193.63304104234217,3310.2,6605.08,5390.41,368.8889084946531,0.401,11,11,6,0.27,8232.2964697458,1,0.099,1.154,30.948339329452224,639.7558303352739
CUST_1297,657-37-5570,26,79440.26,6620.0216666666665,0,25,81.36753510495336,1470.66,180.88973823084623,6455.83,3175.26,8824.31,44.11186624910244,0.98,4,5,3,0.121,10568.282462506942,2,0.112,3.386,39.089557116020075,811.9752214419899
CUST_1298,935-24-3468,32,27687.9,2307.3250000000003,0,115,68.4834869928743,1344.7,217.71067978689857,1829.45,3766.27,8171.44,328.09928706033327,0.402,10,1,3,0.926,8065.364463152685,0,0.307,0.494,46.08786043621219,722.2360697818939
CUST_1299,996-76-4607,41,80374.29,6697.857499999999,1000,271,55.93839613820268,1160.29,292.0459690101613,9913.83,10218.51,36907.8,558.6227969908829,0.446,3,9,9,0.341,9800.739692307769,5,0.466,1.297,113.85362354647658,592.7131882267616
CUST_1300,635-13-1289,18,42070.52,3505.8766666666666,0,29,87.24783936407573,888.04,167.40100591768902,594.27,51.81,11157.76,616.0276595262684,0.131,1,1,0,0.158,13308.596341316339,1,0.28,0.433,102.14557829968435,746.1372108501578
CUST_1301,532-96-4252,42,60605.49,5050.4574999999995,1000,253,47.68914325449549,1843.17,215.8692967995153,15187.96,5829.76,28355.14,537.5794206447301,0.202,11,6,17,0.582,15108.33786634537,5,0.477,0.401,160.32116172749673,504.2594191362516
CUST_1302,347-32-1580,22,69835.0,5819.583333333333,0,253,59.50968535427663,5237.625,199.2337001206861,50000.0,7912.47,74158.67905312784,295.2556961222133,0.868,0,11,13,1.4851610321965383,0.0,0,0.5,2.062,500.0,787.7960860571801
CUST_1303,962-62-8997,30,80218.87,6684.905833333333,100,221,56.57627306084522,401.85,176.69474033088773,21342.96,7834.03,3463.32,0.0,0.437,9,11,12,0.552,14999.263608783196,4,0.043,2.372,57.509742370133914,630.2351288149331
CUST_1304,780-66-4832,39,49072.42,4089.3683333333333,0,233,59.45091035104822,1542.69,202.52075424270006,27951.49,10622.51,19537.95,471.36873842189567,0.639,10,8,10,1.373,14968.097801776157,5,0.408,0.993,-4.551090991501328,603.2855454957507
CUST_1305,799-63-6445,44,29913.08,2492.7566666666667,100,271,35.03156061306038,1084.53,290.98995801955897,3843.15,6304.59,13152.54,488.54286317989096,0.765,3,0,2,0.564,15137.041834704516,4,0.456,1.003,106.85741247853707,703.2812937607314
CUST_1306,456-66-7534,45,49704.52,4142.043333333333,0,229,43.911248464894506,959.4,196.54794146673612,9898.33,11737.49,11135.83,236.8853772910797,0.466,5,7,16,0.674,14078.901748416727,3,0.229,0.904,35.39169376265622,702.784153118672
CUST_1307,714-47-4156,35,61820.96,5151.746666666667,0,17,33.76936157400809,1506.49,196.54163971301372,35699.63,385.13,3166.6,435.9832568527988,0.956,7,3,4,1.224,17879.623881183004,2,0.058,2.838,64.3013736651085,784.6093131674457
CUST_1308,416-93-6634,38,39282.39,3273.5325,2000,23,58.15315204207634,1340.4,181.0614144479567,3290.55,3571.13,831.36,529.866858914103,0.941,9,5,6,0.203,6555.61374455245,2,0.035,1.693,107.69030619346054,705.5648469032697
CUST_1309,483-60-9533,38,41537.81,3461.4841666666666,100,139,50.0665483916639,1235.6,220.76988460517518,6310.15,122.75,1299.26,598.1646029732921,0.696,1,2,5,0.33,8683.312760418334,3,0.046,1.643,37.06174122215611,814.5291293889219
CUST_1310,914-77-4109,70,19034.53,1586.2108333333333,0,31,12.356623418409395,1427.58975,150.00605297176637,20000.0,2393.75,65935.87180308845,745.2369900759261,1.0,11,9,5,1.7196648831523988,0.0,3,0.5,1.333,500.0,652.3633751292627
CUST_1311,610-45-4240,39,30436.7,2536.391666666667,0,234,60.271043937257836,1605.88,206.07231710725486,10738.78,8696.78,3573.5,0.0,0.053,10,10,5,1.005,7506.961362903529,1,0.117,0.1,83.04529642306775,591.427351788466
CUST_1312,442-67-9497,41,58885.97,4907.1641666666665,0,244,54.334729083992855,705.44,222.29121602958207,28325.11,55.81,13600.4,637.9342786950873,0.059,1,0,19,1.233,13707.388057017426,1,0.242,0.311,116.28476944353035,784.8276152782348
CUST_1313,641-71-7680,70,67638.85,5636.570833333334,500,208,84.08454988985923,5072.913750000001,157.5939288984482,50000.0,7081.37,76637.87506165981,12.97582071558474,0.114,5,11,6,1.5728126098808923,0.0,1,0.5,0.285,500.0,647.8784262462161
CUST_1314,211-36-1205,55,72035.12,6002.926666666666,100,143,68.54026889699671,1235.89,279.8939443111898,26358.73,7005.92,16499.39,183.9511437328333,1.0,3,0,5,0.53,12645.466415117351,2,0.232,2.859,-12.477582804303555,850.0
CUST_1315,284-56-4811,29,95519.09,7959.924166666667,0,187,72.25673487098912,1185.71,278.0620444729667,4367.77,1096.39,29607.21,825.0366464776162,0.625,9,11,4,1.47,7808.184894042289,3,0.319,3.199,22.668230712461668,649.9958846437692
CUST_1316,650-25-6141,51,79763.26,6646.938333333333,0,53,27.42318171969659,979.54,312.38401082707236,34434.51,10759.18,27095.73,128.06381672752596,1.0,8,4,6,0.995,14824.993145388755,1,0.341,3.037,-55.12981007348938,826.2049050367447
CUST_1317,312-63-3708,60,46959.58,3913.2983333333336,0,17,72.36448639162181,1265.87,228.56798535825135,7141.44,12796.13,9296.71,763.6761367059088,0.198,3,3,14,0.684,6823.749522416566,2,0.214,0.303,14.555056971970659,765.2824715140146
CUST_1318,852-25-4273,30,31286.44,2607.2033333333334,0,289,46.10207214983028,649.75,220.77945713579373,3485.37,6704.76,5272.26,321.3204593603108,0.08,11,10,1,0.301,1640.9636701078089,0,0.179,0.146,49.36691251842029,606.3365437407898
CUST_1319,131-68-9712,33,44877.09,3739.7574999999997,100,36,36.16165629315152,1693.86,196.10288766793033,4408.7,7770.82,8266.39,950.923960029526,0.566,1,7,4,0.256,4084.0749865539883,0,0.205,0.834,106.06571601146567,749.4471419942671
CUST_1320,750-19-3832,31,38976.81,3248.0674999999997,500,60,5.0,1038.8,203.40846053495193,7740.09,3004.54,1367.73,88.5483546372379,0.216,11,10,10,0.817,15503.785240916162,2,0.037,0.47,52.85772825771964,610.0711358711401
CUST_1321,935-57-7579,42,53317.66,4443.138333333333,100,78,76.26740502355989,924.09,246.35086411891842,25928.3,12847.21,8574.3,472.9717205523909,0.867,0,2,19,0.403,10226.482821086369,3,0.17,1.719,31.147689962005472,850.0
CUST_1322,210-34-6754,18,67818.86,5651.571666666667,0,290,44.30853509442042,1121.28,200.85927622338411,2479.38,404.05,6778.92,0.0,0.352,5,2,0,1.082,7638.742308905691,1,0.1,1.467,83.60315526685721,755.1384223665715
